CP ID,Project Number,Project Category,Project Type,Project Name,Project Location,Description,Justification,Council District,Plan Cost,Estimated Cost,Actual Cost,Project Cost,Percent Spent,Estimated Start,Estimated End,Actual Start,Actual End,Status,Notes,Project SubType,Priority,Phase,PPA Number,x Coordinate,y Coordinate,Latitude,Longitude,Map URL,Mapped Location
2386,,Guardrail,Guardrail Signs,Brick Church Pk/ Pages Branch,Brick Church Pk Over Pages Branch Between Trinity Ln And Weakley Ave,Installation of paddleboards,To repair the jobs identified by TDOT's inspection report and to ensure the safety of the traveling public,02,405.00,405.00,405.00,405.00,100,,,06/15/2016,06/15/2016,Complete,Installation of paddleboards are complete,New,Medium,Complete,14-04016,1739196.73113814,681282.14241681,36.20244215,-86.77718883,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2386?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.20244215, -86.77718883)"
2483,,Guardrail,Guardrail Signs,Factory St/ Brown's Creek,Factory St Over Brown's Creek Between Lewis St And Creek St,"Installation of safety features, paddleboards",To repair the jobs identified by TDOT's inspection report and to ensure the safety of the traveling public,17,405.00,405.00,405.00,405.00,100,,,08/27/2015,08/27/2015,Complete,Installation of paddleboards are complete,New,Medium,Complete,229-02015,1744559.00912747,658695.30373231,36.140514,-86.75842169,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2483?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.140514, -86.75842169)"
5903,,Culvert,Culvert Replacement,2057 Union Hill Road - Service Request,UNION HILL RD Between GALLOP LN And IVEY POINT RD,"Culvert installation project - The work will consist of install 18"" RCP pipe culvert with junction box and headwalls",To address the jobs identified by county wide culvert inspection program and to insure the safety of the traveling public,03,125958.86,177461.00,125958.86,125958.86,0,08/21/2018,10/12/2018,08/20/2018,10/08/2018,Complete,Culvert rinstallation complete,Replacement,Medium,Complete,1201-02014-02015,1731071.91731405,728459.11462669,36.33185498,-86.80604739,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5903?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.33185498, -86.80604739)"
277,PV-10147,Paving,Paving,STONE BROOK DR - OLD HICKORY BV - VILLA VIEW CT,STONE BROOK DR - OLD HICKORY BV - VILLA VIEW CT,Paving project: STONE BROOK DR - OLD HICKORY BV - VILLA VIEW CT,Paving project needed,04,96753.32,90558.80,102526.93,102526.93,100,2015,2015,03/21/2015,04/21/2015,Complete,Paving project on STONE BROOK DR,New,Low,Complete,380-02015,1738432.3496632,621555.15340535,36.03834291,-86.7781635,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/277?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.03834291, -86.7781635)"
1074,PV-10010,Paving,Paving,TISDALL DR - GREEN LN - DEAD END,TISDALL DR - GREEN LN - DEAD END,Paving project: TISDALL DR - GREEN LN - DEAD END,Paving project needed,03,63750.00,42270.00,55509.41,55509.41,100,2014,2014,07/01/2014,08/01/2014,Complete,Paving project on TISDALL DR,New,Low,Complete,342-02014,1730224.46256655,694777.25276038,36.23930024,-86.80797023,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1074?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.23930024, -86.80797023)"
2243,,Bridge,Maintenance and Repair Jobs,Dr. Walter S Davis Blvd/ Branch,DR Walter S Davis Blvd/ Branch between Schrader Ln and Tigerbelle Dr,"Repair the cracks >1/8â€ on the south abutment and pier wall, Areas of spalled concrete on the bottom deck  in the center barrel",To address the bridge maintenance recommendations that are identified from TDOT's inspection report and to ensure the safety of the traveling public,21,13125.00,7512.00,254.32,254.32,100,,,06/02/2016,06/02/2016,Complete,Maintenance and repairs jobs are complete,Maintenance/Repairs,Medium,Complete,12-04016,1723540.45930114,670305.39206064,36.17193725,-86.82993545,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2243?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.17193725, -86.82993545)"
5873,,Guardrail,Guardrail Repairs,Brookview Estates Drive/ Branch,Brookview Estates Drive Over Branch Between Benzing Road And Bell Road,"Guardrail Replacement Project â€“ Due to the existing guardrail and bridge rail being damaged and not incompliant to current TDOT standards, all guardrail and bridge rail will be replaced. The work will consist of removing all of the existing guardrail & bridgerail and the installation of replacement bridgerail, guardrail, and paddleboard signs.",To address the bridge maintenance recommendations that are identified from TDOT's inspection report and to ensure the safety of the traveling public,31,10819.04,10819.04,10436.48,10436.48,0,08/27/2018,08/31/2018,08/27/2018,08/28/2018,Complete,Guardrail installation complete,Maintenance/Repairs,High,Complete,1151-02015,1763813.41426856,623800.57426497,36.04505837,-86.69238396,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5873?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.04505837, -86.69238396)"
1110,PV-10183,Paving,Paving,WILLARD DR - E RIDGE DR - WALLACE RD,WILLARD DR - E RIDGE DR - WALLACE RD,Paving project: WILLARD DR - E RIDGE DR - WALLACE RD,Paving project needed,30,141950.00,0.00,165620.30,165620.30,100,2014,2014,09/16/2014,10/16/2014,Complete,Paving project on WILLARD DR,New,Low,Complete,342-02014,1760838.83312476,634733.92663238,36.07478937,-86.70258193,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1110?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.07478937, -86.70258193)"
5174,,Guardrail,Guardrail Repairs,Greenbrier Road - Service Request,GREENBRIER RD Between HUFFMAN RD And EDGAR DILLARD RD,Install guardrail in accordance with plans,Remove and replace existing damaged guardrail,01,9478.80,9478.80,9478.80,9478.80,0,,,04/24/2017,04/24/2017,Complete,Removal of existing guardrail and installation of guardrail complete,Maintenance/Repairs,High,Complete,14-04016,1715870.95292543,745719.43558795,36.37890258,-86.85815918,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5174?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.37890258, -86.85815918)"
5581,PV-SPR-18548,Paving,Paving,TUSCULUM CT - DEVIN DR - CUL-DE-SAC,TUSCULUM CT - DEVIN DR - CUL-DE-SAC,ROADWAY RESURFACING PAVING PROJECT ON 'TUSCULUM CT',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",31,42500.00,36694.40,28065.93,28065.93,0,1900,1900,01/01/1900,10/04/2016,Complete,PAVING PROJECT: 'TUSCULUM CT - DEVIN DR - CUL-DE-SAC',New,Low,Complete,1061-01018,1762113.83333333,625938.5,36.05089808,-86.69818441,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5581?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.05089808, -86.69818441)"
5388,,Bikeway,Bike Lane,Cedarmont Drive,On CEDARMONT DR From OLD HICKORY BLVD To BARNES RD,New Buffered Bike Lane,"To provide safer cyclist route, connectivity to businesses and neighborhoods, and a means of exercise","27,31",5880.00,5880.00,4900.00,4900.00,0,,,01/01/2015,12/31/2015,Complete,New_BBL construction complete,New,Medium,Complete,316-03014,1760495.99435868,623962.97151799,36.04543948,-86.70360914,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5388?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.04543948, -86.70360914)"
6039,,Guardrail,New Guardrail,5167 Brick Church Pike - Culvert,BRICK CHURCH PIKE From DRY CREEK RD To HITT LN,Guardrail Installation Project â€“ The work will consist of installation of guardrail adjacent to the 5167 Brick Church Pike culvert replacement project along the south side.,To address un-transverable side slope along Brick Church Pike. The guardrail project is to be installed in conjunction with the culvert replacement project.,10,15000.00,6483.00,4611.23,4611.23,0,03/15/2019,03/18/2019,03/15/2018,03/15/2018,Complete,Guardrail installation is complete,New,Medium,Complete,1238-04119,1743203.34388238,726917.36799455,36.32788759,-86.76482334,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6039?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.32788759, -86.76482334)"
2149,19PVSPR18100,Paving,Paving,KNOX AVE - CUL-DE-SAC - SHERBOURNE AV,KNOX AVE - CUL-DE-SAC - SHERBOURNE AV,ROADWAY RESURFACING PAVING PROJECT ON 'KNOX AVE',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",17,44200.00,39510.75,33812.12,33812.12,0,2017,2017,,09/08/2017,Complete,PAVING PROJECT: 'KNOX AVE - CUL-DE-SAC - SHERBOURNE AV',New,Low,Complete,355-02017,1736914.73769985,651726.21634949,36.1212048,-86.78412453,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2149?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.1212048, -86.78412453)"
2360,,Culvert,Culvert Replacement,560 McGavock Pike,560 McGavock Pike,"Replace existing 8'x11' culvert with 14'x13' cast in place slab culvert, Restore roadway disturbed during existing culvert removal and new culvert installation.",To address the recommendations identified by county wide culvert inspection program and to insure the safety of the traveling public,13,450365.00,450365.00,716455.26,716455.26,0,06/05/2017,11/15/2017,06/05/2017,11/14/2017,Complete,Culvert replacement is complete,Replacement,Medium,Complete,13-04016,1765072.87131488,641519.44733606,36.09374943,-86.6885405,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2360?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.09374943, -86.6885405)"
1598,PV-10059,Paving,Paving,SYLVIA DR - PALMER AV - PIERCE RD,SYLVIA DR - PALMER AV - PIERCE RD,Paving project: SYLVIA DR - PALMER AV - PIERCE RD,Paving project needed,09,30600.00,29575.00,25273.49,25273.49,100,2015,2015,02/25/2016,03/25/2016,Complete,Paving project on SYLVIA DR,New,Low,Complete,380-02015,1761249.09806946,708948.59164104,36.27889582,-86.70312142,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1598?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.27889582, -86.70312142)"
1703,PV-18189,Paving,Paving,S SUMMERFIELD DR - NESBITT LN,S SUMMERFIELD DR - DEAD END - NESBITT LN,Paving project: S SUMMERFIELD DR - NESBITT LN,Paving project needed,08,44200.00,36790.00,32966.58,32966.58,100,2016,2016,07/14/2016,07/27/2016,Complete,Paving project on S SUMMERFIELD DR,New,Low,Complete,393-02016,1752525.84469924,706008.21392261,36.27065076,-86.73263819,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1703?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.27065076, -86.73263819)"
2475,,Guardrail,Guardrail Repairs,Franklin Limestone Rd/ Branch,Franklin Limestone Rd Over Branch Between Antioch Pk And Billingsgate Rd,"Remove damaged guardrail, bridge rail, terminal anchors and install new guardrail, bridge rail and terminal anchors on both sides of the bridge.",To repair the jobs identified by TDOT's inspection report and to ensure the safety of the traveling public,28,21423.70,21423.70,21423.70,21423.70,100,,,12/04/2015,12/06/2015,Complete,Guardrail repairs are complete,Maintenance/Repairs,High,Complete,229-02015,1770150.72926939,635501.38358481,36.07731485,-86.6712143,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2475?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.07731485, -86.6712143)"
5867,,Guardrail,Guardrail Repairs,Due West Avenue/CSX Railroad,Due West Avenue Over CSX RR Between Gallatin Pike And Gibson Drive,Replace damaged guardrail â€“ The work will consist of repairing the west repair guardrail at the southwest corner of the bridge,To address the bridge maintenance recommendations that are identified from TDOT's inspection report and to ensure the safety of the traveling public,08,5069.00,5069.00,6659.05,6659.05,0,05/29/2018,06/01/2018,06/01/2018,06/01/2018,Complete,All repairs complete.,Maintenance/Repairs,High,Complete,1151-02015,0,0,34.15347185,-92.50867187,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5867?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(34.15347185, -92.50867187)"
1929,PV-12417,Paving,Paving,RICHARD JONES RD - LONE OAK RD - HILLSBORO PIKE,RICHARD JONES RD - LONE OAK RD - HILLSBORO PIKE,Paving project: RICHARD JONES RD - LONE OAK RD - HILLSBORO PIKE,Paving project needed,25,0.00,0.00,335342.90,335342.90,100,2014,2014,05/05/2015,06/05/2015,Complete,Paving project on RICHARD JONES RD,New,Low,Complete,342-02014,1728723.83405805,645735.87222017,36.10456642,-86.81168418,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1929?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.10456642, -86.81168418)"
1281,PV-12391,Paving,Paving,CARTER ST - DEAD END - MCFERRIN AV,CARTER ST - DEAD END - MCFERRIN AV,Paving project: CARTER ST - DEAD END - MCFERRIN AV,Paving project needed,05,18700.00,19085.05,22225.26,22225.26,100,2015,2015,09/23/2015,09/23/2015,Complete,Paving project on CARTER ST,New,Low,Complete,380-02015,1745586.55658678,676633.12339181,36.1898093,-86.75541084,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1281?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.1898093, -86.75541084)"
843,PV-SP-11225,Paving,Paving,FOREST VIEW DR - MURFREESBORO PK - KINWOOD DR,FOREST VIEW DR - MURFREESBORO PK - KINWOOD DR,PAVING PROJECT: FOREST VIEW DR - MURFREESBORO PK - KINWOOD DR,PAVING PROJECT NEEDED - GA,29,141950.00,0.00,75821.75,75821.75,0,1900,1900,01/01/1900,07/24/2018,Complete,PAVING PROJECT: 'FOREST VIEW DR - MURFREESBORO PK - KINWOOD DR',New,Low,Complete,1061-01018,1782742.73183519,632860.75352923,36.0703749,-86.62850234,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/843?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.0703749, -86.62850234)"
5354,,Traffic,New Traffic Signal,Eastland Avenue and Chapel Avenue,Eastland Avenue At Chapel Avenue,Install/modify intersection control features,To provide traffic control features that will improve and make safer vehicular traffic and pedestrians when traversing through the intersection,06,260000.00,260000.00,0.00,260000.00,0,"4th quarter, 2017","4th quarter, 2017",,,Scheduled,Intersection improvements scheduled,New,Medium,Under Construction,980-07017,1751369.05973204,673997.03041651,36.18269609,-86.73575356,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5354?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.18269609, -86.73575356)"
262,PV-10167,Paving,Paving,VOLUNTEER DR - TERRAGON TL - BARCLAY SQUARE DR,VOLUNTEER DR - TERRAGON TL - BARCLAY SQUARE DR,Paving project: VOLUNTEER DR - TERRAGON TL - BARCLAY SQUARE DR,Paving project needed,28,44250.00,0.00,67365.08,67365.08,100,2014,2014,08/24/2014,09/24/2014,Complete,Paving project on VOLUNTEER DR,New,Low,Complete,342-02014,1770835.75982116,633706.73039185,36.07236819,-86.66888008,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/262?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.07236819, -86.66888008)"
526,19PVSPR10723,Paving,Paving,GARFIELD ST - 9TH AV N - ARTHUR AV,GARFIELD ST - 9TH AV N - ARTHUR AV,PAVING PROJECT: GARFIELD ST - 9TH AV N - ARTHUR AV,PAVING PROJECT NEEDED,19,36550.00,35991.00,33890.40,33890.40,0,2017,2017,,07/12/2017,Complete,PAVING PROJECT: 'GARFIELD ST - 9TH AV N - ARTHUR AV',New,Low,Complete,355-02017,1732565.58136402,672280.70927921,36.17756939,-86.79941415,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/526?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.17756939, -86.79941415)"
1243,PV-10578,Paving,Paving,GENERAL KERSHAW DR - COUNTY LINE - CUL-DE-SAC,GENERAL KERSHAW DR - COUNTY LINE - CUL-DE-SAC,Paving project: GENERAL KERSHAW DR - COUNTY LINE - CUL-DE-SAC,Paving project needed,11,16150.00,10890.00,17433.23,17433.23,100,2015,2015,07/13/2015,08/13/2015,Complete,Paving project on GENERAL KERSHAW DR,New,Low,Complete,380-02015,1793355.73152687,695220.59539648,36.24177445,-86.5939171,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1243?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.24177445, -86.5939171)"
2204,,Guardrail,Guardrail Repairs,McGavock Pike/ Branch,McGavock Pk Over Branch Between Murfeesboro Pk And Pineway Dr,Repair recommendations include installation of safety features,To repair the jobs identified by TDOT's inspection report and to ensure the safety of the traveling public,13,9256.00,8398.00,10672.10,10672.10,100,,,06/06/2016,06/07/2016,Complete,Guardrail repairs are complete,Maintenance/Repairs,Medium,Complete,14-04016,1761993.22786789,648895.16946122,36.11395027,-86.69914216,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2204?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.11395027, -86.69914216)"
2452,,Bridge,Cut Vegetation/Remove Debris,Davidson Dr/ Branch,Davidson Dr/ Branch between Downey Dr and Mohawk Dr,Cut and remove vegetation along the guardrail at the bridge and along the wingwalls.,Cut and remove all vegetation away from the guardrail and/or bridge features to maintain a clear line of sight for approaching traffic.,23,2192.00,2192.00,2945.80,2945.80,0,07/01/2017,09/30/2017,05/02/2017,05/02/2017,Complete,Vegetation removal is complete,Maintenance/Repairs,Medium,Complete,199-04016,1701937.12783597,653653.23442015,36.12567032,-86.90260434,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2452?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.12567032, -86.90260434)"
2224,,Bridge,Maintenance and Repair Jobs,Brook Manor Dr/ Vhions Branch,Brook Manor Dr/ Vhions Branch between Willow Trace Dr and Rock Creek Trace,Tighten bolts and remove vegetation,To repair the jobs identified by TDOT's inspection report and to ensure the safety of the traveling public,03,4333.00,4333.00,3679.72,3679.72,100,,,12/30/2015,12/30/2015,Complete,Maintenance and repair jobs complete,Maintenance/Repairs,Medium,Complete,243-04015,1732513.67199773,694615.39068465,36.23891871,-86.80020855,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2224?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.23891871, -86.80020855)"
